Deutsch,Englisch,Kartenart,Kartentyp,Eigenschaft,Typ,Stufe_Rang_Link,ATK,DEF,Anzahl
Der geflügelte Drache von Ra - Unsterblicher Phönix,The Winged Dragon of Ra - Immortal Phoenix,Monster,Effekt,Göttlich,Göttliches Ungeheuer,10,4000,4000,1
Kartenhändler ,Card Trader,Zauber,Permanenter Zauber,-,-,-,-,-,1
Graulien Kobra,Graydle Cobra,Monster,Effekt,Wasser,Aqua,3,1000,1000,1
Dunkle Tür ,The Dark Door,Zauber,Permanenter Zauber,-,-,-,-,-,2
Ehrung der Verdammten ,Tribute to The Doomed,Zauber,Normaler Zauber,-,-,-,-,-,1
Entkräftungsschild ,Draining Shield,Falle,Normale Falle,-,-,-,-,-,2
Menschenfresserkäfer,Man-Eater Bug,Monster,Effekt,Erde,Insekt,2,450,600,2
Graulien Adler ,Graydle Eagle,Monster,Effekt,Wasser,Aqua,3,1500,500,1
Kettensägeninsekt,Chainsaw Insect,Monster,Effekt,Erde,Insekt,4,2400,0,1
Gagaga-Wache,Gagaga Gardna,Monster,Effekt,Erde,Krieger,4,1500,2000,1
Gogogo-Golem,Gogogo Golem,Monster,Effekt,Erde,Fels,4,1800,1500,2
Waboku,Waboku,Falle,Normale Falle,-,-,-,-,-,1
"Lord Gaia, zorniger Ritter",Lord Gaia the Fierce Knight,Monster,Effekt,Erde,Krieger,7,2300,2100,3
Weihnachtsunterweltler ,Santa Claws,Monster,Effekt,Licht,Unterweltler,6,1200,2500,1
Verwandlungskrug,Morphing Jar,Monster,Effekt,Erde,Fels,2,700,600,1
Undurchdringbarer Angriff,Impenetrable Attack,Falle,Normale Falle,-,-,-,-,-,1
Handzerstörung,Hand Destruction,Zauber,Schnellzauber,-,-,-,-,-,1
Beschränkungsumkehr,Limit Reverse,Falle,Permanente Falle,-,-,-,-,-,1
Sternänderer ,Star Changer,Zauber,Schnellzauber,-,-,-,-,-,1
Harfengeist,Spirit of the Harp,Monster,Normal,Licht,Fee,4,800,2000,1
"Grarl, Schwerkraftaxt",Gravity Axe - Grarl,Zauber,Ausrüstungszauber,-,-,-,-,-,1
Sieben Werkzeuge des Banditen,Seven Tools of the Bandit,Falle,Konterfalle,-,-,-,-,-,1
Xyz-Energie,Xyz Energy,Zauber,Normaler Zauber,-,-,-,-,-,1
Egoschub,Ego Boost,Zauber,Schnellzauber,-,-,-,-,-,1
Bürde des Mächtigen,Burden of the Mighty,Zauber,Permanenter Zauber,-,-,-,-,-,1
Goblindbergh,Goblindbergh,Monster,Effekt,Erde,Krieger,4,1400,0,1
Heulender Wind ,Blustering Winds,Zauber,Normaler Zauber,-,-,-,-,-,1
Raigeki-Brecher ,Raigeki Break,Falle,Normale Falle,-,-,-,-,-,2
Gogogo-Riese,Gogogo Giant,Monster,Effekt,Erde,Fels,4,2000,0,1
Xyz-Effekt,Xyz Effect,Falle,Normale Falle,-,-,-,-,-,1
Pinguinsoldat,Penguin Soldier,Monster,Effekt,Wasser,Aqua,2,750,500,1
Chiron der Magier ,Chiron the Mage,Monster,Effekt,Erde,Ungeheuer-Krieger,4,1800,1000,1
Spalt ,Fissure,Zauber,Normaler Zauber,-,-,-,-,-,1
Von Herzen kommende Bitte,Heartfelt Appeal,Falle,Normale Falle,-,-,-,-,-,1
Megawandler ,Megamorph,Zauber,Ausrüstungszauber,-,-,-,-,-,2
Harpyie,Harpie Lady,Monster,Normal,Wind,Geflügeltes Ungeheuer,4,1300,1400,3
Flügelbelohnung ,Wing Requital,Zauber,Normaler Zauber,-,-,-,-,-,3
Harpyien-Königin ,Harpie Queen,Monster,Effekt,Wind,Geflügeltes Ungeheuer,4,1900,1200,1
Harpyien-Orakel ,Harpie Oracle,Monster,Effekt,Wind,Geflügeltes Ungeheuer,4,1300,1400,2
Harpyien-Kanalisiererin,Harpie Channeler,Monster,Effekt,Wind,Geflügeltes Ungeheuer,4,1400,1300,3
Harpyien-Parfümeurin,Harpie Perfumer,Monster,Effekt,Wind,Geflügeltes Ungeheuer,4,1400,1300,3
Spieldrache der Harpyien - Feuerball-Attacke,Harpie's Pet Dragon - Fearsome Fire Blast,Monster,Effekt,Wind,Drache,7,2000,2500,3
Dracheneinheit Waffe Gram ,Dragunity Arma Gram,Monster,Effekt,Wind,Drache,10,2900,2200,1
"Simorgh, Vogel der Perfektion","Simorgh, Bird of Perfection",Monster,Effekt,Finsternis,Geflügeltes Ungeheuer,4,1800,500,2
Harpyien-Federpause ,Harpie's Feather Rest,Zauber,Normaler Zauber,-,-,-,-,-,1
Unerwarteter Dai ,Unexpected Dai,Zauber,Normaler Zauber,-,-,-,-,-,4
Schwalbennest ,Swallow's Nest,Zauber,Schnellzauber,-,-,-,-,-,3
Cyber-Hiebharpyie,Cyber Slash Harpie Lady,Monster,Synchro,Wind,Geflügeltes Ungeheuer,8,2600,1400,2
Nummer 89: Diablosis der Gedankenhacker ,Number 89: Diablosis the Mind Hacker,Monster,Xyz,Finsternis,Psi,7,2800,1200,1
Eisungeheuer Zerofyne ,Ice Beast Zerofyne,Monster,Xyz,Wasser,Geflügeltes Ungeheuer,4,2000,2200,1
Nummer 60: Dugares der Zeitlose,Number 60: Dugares the Timeless,Monster,Xyz,Feuer,Unterweltler,4,1200,1200,2
Harpyien-Dirigentin,Harpie Conductor,Monster,Link,Wind,Geflügeltes Ungeheuer,2,1900,-,1
Blitz-Chidori,Lightning Chidori,Monster,Xyz,Wind,Donner,4,1900,1600,1
Nummer 41: Bagooska der schrecklich müde Tapir,Number 41: Bagooska the Terribly Tired Tapir,Monster,Xyz,Erde,Unterweltler,4,2100,2000,2
Trügerischer Spieldrache der Harpyien,Harpie's Pet Phantasmal Dragon,Monster,Xyz,Wind,Drache,4,2000,2500,1
"Nibiru, das Urwesen","Nibiru, the Primal Being",Monster,Effekt,Licht,Fels,11,3000,600,9
Lib die Weltschlüssel-Klingenmeisterin,Lib the World Key Blademaster,Monster,Link,Licht,Cyberse,2,2000,-,3
Geheimnis des Weltvermächtnisses,World Legacy's Secret,Falle,Permanente Falle,-,-,-,-,-,3
Geheimnisse der Dunklen Magie ,Secrets of Dark Magic,Zauber,Schnellzauber,-,-,-,-,-,3
Schwarzer Illusionsmagier ,Ebon Illusion Magician,Monster,Xyz,Finsternis,Hexer,7,2500,2100,1
"Apollousa, Bogen der Göttin","Apollousa, Bow of the Goddess",Monster,Link,Wind,Fee,4,?,-,1
Wächter-Schimäre ,Guardian Chimera,Monster,Fusion,Finsternis,Ungeheuer,9,3300,3300,1
Sündhafte Beute des Verrats - Schlangenauge ,Sinful Spoils of Subversion - Snake-Eye,Zauber,Normaler Zauber,-,-,-,-,-,2
Blauäugiger alternativer weißer Drache,Blue-Eyes Alternative White Dragon,Monster,Effekt,Licht,Drache,8,3000,2500,6
Weltvermächtnis - „Weltkelch“,"World Legacy - ""World Chalice""",Monster,Effekt,Finsternis,Maschine,5,0,0,1
Illusion des Chaos ,Illusion of Chaos,Monster,Ritual,Finsternis,Hexer,7,2100,2500,3
Chronikmagier ,Chronicle Magician,Monster,Effekt,Finsternis,Hexer,7,2500,2500,2
Weltvermächtnis - „Weltkrone“,"World Legacy - ""World Crown""",Monster,Effekt,Finsternis,Maschine,6,2000,2000,2
"Zorc, Dunkler Meister ",Dark Master - Zorc,Monster,Ritual,Finsternis,Unterweltler,8,2700,1500,1
Gerümpeldiener ,Junk Servant,Monster,Effekt,Erde,Krieger,4,1500,1000,1
Maskenwechsel II ,Mask Change II,Zauber,Schnellzauber,-,-,-,-,-,4
Schweigsamer Schwertkämpfer ,Silent Swordsman,Monster,Effekt,Licht,Krieger,4,1000,1000,3
Schweigsamer Magier ,Silent Magician,Monster,Effekt,Licht,Hexer,4,1000,1000,3
Seelen der Magier,Magicians' Souls,Monster,Effekt,Finsternis,Hexer,1,0,0,3
Verzaubert ,Spellbound,Zauber,Schnellzauber,-,-,-,-,-,3
"Dharc, der finstere Zauberer in düster ","Dharc the Dark Charmer, Gloomy",Monster,Link,Finsternis,Hexer,2,1850,-,3
Timaeus der vereinte Drache ,Timaeus the United Dragon,Monster,Effekt,Licht,Drache,8,2800,1800,2
Magier des Chaos,Magician of Chaos,Monster,Ritual,Finsternis,Hexer,7,2500,2100,2
Rettung des Magiers ,Magician's Salvation,Zauber,Spielfeldzauber,-,-,-,-,-,1
Schrottrecycler ,Scrap Recycler,Monster,Effekt,Erde,Maschine,3,900,1200,3
Gozen-Match,Gozen Match,Falle,Permanente Falle,-,-,-,-,-,1
Buch der Verfinsterung,Book of Eclipse,Zauber,Schnellzauber,-,-,-,-,-,4
Synchrowelt,Synchro World,Zauber,Spielfeldzauber,-,-,-,-,-,1
Vorbereitung der Riten,Preparation of Rites,Zauber,Normaler Zauber,-,-,-,-,-,3
Palladiumorakel Mahad,Palladium Oracle Mahad,Monster,Effekt,Licht,Hexer,7,2500,2100,1
Nachbars Gras ist grüner,That Grass Looks Greener,Zauber,Normaler Zauber,-,-,-,-,-,2
Kashtira Fenrir ,Kashtira Fenrir ,Monster,Effekt,Erde,Psi,7,2400,2400,3
Letzter Bringer der Endzeit ,Final Bringer of the End Times,Zauber,Schnellzauber,-,-,-,-,-,1
Feuerstürme über Atlantis ,Firestorms Over Atlantis,Zauber,Normaler Zauber,-,-,-,-,-,1
Feuerkönig Höfling Ulcanix,Fire King Courtier Ulcanix,Monster,Effekt,Feuer,Geflügeltes Ungeheuer,4,800,2000,3
S:P Kleine Ritterin,S:P Little Knight,Monster,Link,Finsternis,Krieger,2,1600,-,3
"Rubisaphirus, das Adamant-Juwel ","Rubysapphirus, the Adamant Jewel",Monster,Xyz,Erde,Fels,9,2700,1600,3
Kampfwespe - Sachi der Zeremonienbogen ,Battlewasp - Sachi the Ceremonial Bow,Monster,Synchro,Wind,Insekt,6,2400,1200,3
Schwere Kavallerie der Unzerstörbaren Insekten ,Heavy Cavalry of the Indestructible Insects,Monster,Fusion,Erde,Insekt,7,2500,1800,3
Verweigerungsgottheit Dotan ,Denial Deity Dotan,Monster,Fusion,Licht,Krieger,10,3000,2800,3
Khaos-Sternenquellen-Drache ,Khaos Starsource Dragon,Monster,Fusion,Licht,Drache,8,2500,2500,3
Azamina Sol Erysichthon ,Azamina Sol Erysichthon,Monster,Fusion,Finsternis,Illusion,6,2700,0,3
Versorgungssoldat der Unzerstörbaren Insekten ,Supply Soldier of the Indestructible Insects,Monster,Effekt,Erde,Insekt,5,600,300,3
Anarchistischer Mönch der Sechs Samurai ,Anarchist Monk of the Six Samurai,Monster,Effekt,Finsternis,Krieger,3,500,0,4
Kampfwespe - Rapier der Ansturm,Battlewasp - Rapier the Onslaught,Monster,Effekt,Wind,Insekt,5,1900,0,3
Mimighul Rüstung ,Mimighoul Armor,Monster,Effekt,Erde,Krieger,1,600,1500,3
Mantman der Ultramensch ,Mantman the Ultrahuman,Monster,Effekt,Licht,Psi,7,2400,1200,5
Union-Pilot,Union Pilot,Monster,Effekt,Licht,Maschine,5,2100,1000,3
Schmetterling-Fisch ,Butterfly Fish,Monster,Effekt,Wasser,Fisch,3,700,400,5
Tsuru-Puru-Purun,Tsuru-Puru-Purun,Monster,Effekt,Wasser,Aqua,2,450,500,4
Zoa das teuflische Ungeheuer ,Zoa the Fiendish Beast,Monster,Effekt,Finsternis,Unterweltler,7,2600,1900,4
Künstlerzauberer Ballreiter ,Performage Ball Balancer,Monster,Pendel,Erde,Hexer,4,1000,1800,4
Mementotlanischer Akihiron,Mementotlan Akihiron,Monster,Effekt,Wasser,Aqua,5,1700,1400,3
Taktikausbilder der Sechs Samurai,Tactical Trainer of the Six Samurai,Monster,Effekt,Erde,Krieger,2,200,1200,2
Sich drehende Katze ,Flipping Feline,Monster,Effekt,Erde,Ungeheuer,2,200,200,5
Newbiene!,Newbee!,Monster,Effekt,Licht,Insekt,2,0,0,3
L Magi Mergy ,L Magi Mergy ,Monster,Effekt,Finsternis,Cyberse,2,0,1200,4
Verlockende Königin des Chaos ,Chaos Allure Queen,Monster,Effekt,Licht,Hexer,7,1500,1500,3
Phalaenop-Schwestern,Phalaenop Sisters,Monster,Effekt,Wind,Fee,1,300,300,4
Aufsauger des endlosen Albtraums,Neverending Nightmare Absorber,Monster,Effekt,Wasser,Fee,2,0,0,4
QQ-Neuneck,QQ Enneagon,Monster,Effekt,Feuer,Dinosaurier,9,900,900,4
Panzerungshai,Armored Shark,Monster,Effekt,Wasser,Fisch,3,500,2000,3
Wandernder Titan von Tartaros,Wandering Titan of Tartarus,Monster,Effekt,Erde,Zombie,9,2600,0,3
Strom der Tugend,Virtue Stream,Falle,Normale Falle,-,-,-,-,-,5
Sommer-Hausaufgaben fertig! ,Summer Schoolwork Successful!,Falle,Permanente Falle,-,-,-,-,-,4
Max-Metallwandler ,Max Metalmorph,Falle,Normale Falle,-,-,-,-,-,5
Ragnaraika-Blauregen der Leiden,Ragnaraika Wisteria of Woe,Falle,Permanente Falle,-,-,-,-,-,4
Heulen des Urerzes,Primite Howl,Falle,Normale Falle,-,-,-,-,-,4
Marionettenhai ,Puppet Shark,Falle,Normale Falle,-,-,-,-,-,4
Vaalmonika-Ereditare,Vaalmonica Ereditare,Falle,Konterfalle,-,-,-,-,-,3
Xyz-Poseidonschwall,Xyz Poseidon Splash,Falle,Normale Falle,-,-,-,-,-,4
Zeitmotor,Time Engine,Falle,Normale Falle,-,-,-,-,-,5
Schuld und die sündhafte Beute,Guilt of the Sinful Spoils,Falle,Normale Falle,-,-,-,-,-,4
Große Krise der Goblin-Biker,Goblin Biker Grand Crisis,Falle,Permanente Falle,-,-,-,-,-,5
Azamina-Entschlossenheit,Azamina Determination,Falle,Normale Falle,-,-,-,-,-,5
Aqua-Jet-Auftauchen,Aqua Jet Surface,Zauber,Normaler Zauber,-,-,-,-,-,3
Reinkarnations-Entschleierungspanzer,Reincarnation Unveiling Mail,Zauber,Ausrüstungszauber,-,-,-,-,-,5
Sechserangriff - Doppelüberfall,Six Strike - Double Assault,Zauber,Schnellzauber,-,-,-,-,-,5
Spielmarken-Unterstützung,Token Support,Zauber,Permanenter Zauber,-,-,-,-,-,5
Bewaffnete Rebienlion,Armed Rebeellion,Zauber,Normaler Zauber,-,-,-,-,-,5
Gehirnwäsche freisetzen,Release Brainwashing,Zauber,Schnellzauber,-,-,-,-,-,4
Sangen Furo,Sangen Furo,Zauber,Permanenter Zauber,-,-,-,-,-,3
Mimighul-Gabelung,Mimighoul Fork,Zauber,Normaler Zauber,-,-,-,-,-,4
Insekteneinladung,Insect Invitation,Zauber,Permanenter Zauber,-,-,-,-,-,5
Kampfwespen-Wind,Battlewasp Wind,Zauber,Permanenter Zauber,-,-,-,-,-,3
Abyssstachel Triaina,Abyss-sting Triaina,Zauber,Ausrüstungszauber,-,-,-,-,-,5
Armageddonritter,Armageddon Knight,Monster,Effekt,Finsternis,Krieger,4,1400,1200,1
"Eria, die Wasserverzaubererin in sanft ","Eria the Water Charmer, Gentle",Monster,Effekt,Wasser,Hexer,2,1850,-,4
Oberster Todfeind Protos,Archnemeses Protos,Monster,Effekt,Finsternis,Wyrm,11,2500,3000,1
Himmelsjäger-Mobilisierung - Verbindung!,Sky Striker Mobilize - Linkage!,Zauber,Schnellzauber,-,-,-,-,-,4
"Tempest, Drachenherrscher der Stürme","Tempest, Dragon Ruler of Storm",Monster,Effekt,Wind,Drache,7,2400,2200,1
Schuberta die musikalische Maestra,Schuberta the Melodious Maestra,Monster,Fusion,Licht,Fee,6,2400,2000,1
Grab des superantiken Organismus,Grave of the Super Ancient Organism,Falle,Permanente Falle,-,-,-,-,-,1
Kristallhai ,Crystal Shark,Monster,Effekt,Wasser,Fisch,5,1100,800,1
Unterwerfungslied-Morganit,Succumbing-Song Morganite,Zauber,Normaler Zauber,-,-,-,-,-,1
Metall-Illusionist,Metal Illusionist,Monster,Effekt,Licht,Hexer,1,0,0,1
Bohrstrahl des Urerzes,Primite Drillbeam,Zauber,Schnellzauber,-,-,-,-,-,2
Die geheiligte Azamina,The Hallowed Azamina,Zauber,Normaler Zauber,-,-,-,-,-,1
Metallzoa X,Metalzoa X,Monster,Effekt,Finsternis,Maschine,8,3000,2300,1
Nummer C32: Haidrache LeWeiß,Number C32: Shark Drake LeVeiss,Monster,Xyz,Wasser,Seeschlange,5,3100,2600,1
Drachlingshai ,Drake Shark,Monster,Effekt,Wasser,Fisch,4,1400,1050,1
LeTugend-Drache,LeVirtue Dragon,Monster,Xyz,Wasser,Seeschlange,3,2000,0,1
"Lacrima, die blutroten Tränen",Lacrima the Crimson Tears,Monster,Effekt,Licht,Unterweltler,4,1200,1200,1
Maschine nähert sich!,Incoming Machine!,Zauber,Normaler Zauber,-,-,-,-,-,1
Centur-Ion Chimerea,Centur-Ion Chimerea,Monster,Effekt,Finsternis,Pyro,4,1200,1600,1
Mimighul Schleim,Mimighoul Slime,Monster,Effekt,Erde,Aqua,1,400,500,1
Azamina Ilia Silvia,Azamina Ilia Silvia,Monster,Fusion,Finsternis,Illusion,6,1900,1500,1
Azamina-Schuldnerinnen,Azamina Debtors,Zauber,Schnellzauber,-,-,-,-,-,1
Geißel vom Weißen Wald,Scourge of the White Forest,Zauber,Schnellzauber,-,-,-,-,-,1
Agnumday des Unterweltlerschmieds,Fiendsmith's Agnumday,Monster,Link,Licht,Unterweltler,3,1800,-,1
Kampfwespe - Großpartisane die Revolution,Battlewasp - Grand Partisan the Revolution,Monster,Synchro,Wind,Insekt,12,3000,2000,1
Centur-Ion Primera Primus,Centur-Ion Primera Primus,Monster,Synchro,Licht,Hexer,8,2600,2600,1
Mimighul Thron,Mimighoul Throne,Monster,Xyz,Erde,Fels,1,0,1000,1
Gebrüll des Urerzes,Primite Roar,Zauber,Schnellzauber,-,-,-,-,-,1
Heosvarog die mechanische Dämmerung,Heosvarog the Mechanical Dawn,Monster,Fusion,Licht,Maschine,7,0,2800,1
Gerümpelkrieger ,Junk Warrior,Monster,Synchro,Finsternis,Krieger,5,2300,1300,2
Ib die Weltkelch-Justiziarin,Ib the World Chalice Justiciar,Monster,Synchro,Wasser,Hexer,5,1800,2100,1
Nekrorüst-Prinzessin ,Necroquip Princess,Monster,Fusion,Finsternis,Unterweltler,6,2000,2000,1
Jurassier-Einschlag ,Jurrac Impact,Falle,Normale Falle,-,-,-,-,-,2
Nekroz-Kaleidoskop ,Nekroz Kaleidoscope,Zauber,Ritualzauber,-,-,-,-,-,2
Nekroz von Sophia,Nekroz of Sophia,Monster,Ritual,Licht,Hexer,11,3600,3400,1
Edelstein-Ritter Aquamarin ,Gem-Knight Aquamarine,Monster,Fusion,Erde,Aqua,6,1400,2600,1
Märchenbeginn: Reise bei Dämmerung ,Fairy Tale Prologue: Journey's Dawn,Zauber,Spielfeldzauber,-,-,-,-,-,2
Nummer S38: Titanengalaxie ,Number S38: Titanic Galaxy,Monster,Xyz,Licht,Drache,9,3000,2500,1
Galaxie-Reise,Galaxy Journey,Zauber,Schnellzauber,-,-,-,-,-,1
Begrüßung der Drachenmädchen,Dragonmaid Welcome,Zauber,Permanenter Zauber,-,-,-,-,-,1
Eispuppen-Spiegel ,Ice Doll Mirror,Zauber,Normaler Zauber,-,-,-,-,-,2
Edelstein-Ritter Amethyst,Gem-Knight Amethyst,Monster,Fusion,Erde,Aqua,7,1950,2450,1
Jurassier-Stego ,Jurrac Stego,Monster,Effekt,Feuer,Dinosaurier,4,1700,900,2
"Dinomight Kämpfer, der wahre Drachokrieger ","Dinomight Knight, the True Dracofighter",Monster,Effekt,Wasser,Wyrm,6,2500,1200,1
Noh-P.U.N.K. Ogertanz ,Noh-P.U.N.K. Ogre Dance,Monster,Effekt,Finsternis,Unterweltler,8,2500,2000,1
Magia-Magie - Donner des Urteils,Magia Magic - Thunder of Judgment,Zauber,Normaler Zauber,-,-,-,-,-,2
"Ariel, Priesterin der Nekroz ","Ariel, Priestess of the Nekroz",Monster,Effekt,Wasser,Psi,4,1000,1800,1
Nummer 69: Wappenhorn,Number 69: Heraldry Crest,Monster,Xyz,Licht,Psi,4,2600,1400,1
"Lightning, Drachenherrscher der Luftströmungen","Lightning, Dragon Ruler of Drafts",Monster,Effekt,Wind,Drache,3,500,1800,1
Pause der Drachenmädchen,Dragonmaid Downtime,Falle,Permanente Falle,-,-,-,-,-,1
Edelstein-Schildkröte,Gem-Turtle,Monster,Effekt,Erde,Fels,4,0,2000,2
Edelstein-Ritter Meisterdiamant,Gem-Knight Master Diamond,Monster,Fusion,Erde,Fels,9,2900,2500,1
Edelstein-Ritter Alexandrit,Gem-Knight Alexandrite,Monster,Effekt,Erde,Fels,4,1800,1200,3
Jurassier-Vulkan,Jurrac Volcano,Zauber,Spielfeldzauber,-,-,-,-,-,1
Jurassier-Aeolo,Jurrac Aeolo,Monster,Effekt,Feuer,Dinosaurier,1,200,200,1
Nummer S37: Spinnenhai ,Number S37: Spider Shark,Monster,Xyz,Wasser,Seeschlange,5,2600,2100,1
Jurassier-Velo,Jurrac Velo,Monster,Effekt,Feuer,Dinosaurier,4,1700,1000,1
Noh-P.U.N.K. Aufsteigende Schuppe,Noh-P.U.N.K. Rising Scale,Monster,Effekt,Wasser,Seeschlange,8,2400,2400,1
Eispuppe,Ice Doll,Monster,Effekt,Wasser,Hexer,2,800,1000,2
König der wilden Kobolde,King of the Feral Imps,Monster,Xyz,Finsternis,Reptil,4,2300,2000,2
Auferstehung des sagenhaften Reichs,Fabled Realm's Revival,Zauber,Permanenter Zauber,-,-,-,-,-,1
Edelstein-Ritterdame Brillanter Diamant,Gem-Knight Lady Brilliant Diamond,Monster,Fusion,Erde,Fels,10,3400,2000,1
Noh-P.U.N.K. Hirschnote,Noh-P.U.N.K. Deer Note,Monster,Effekt,Erde,Krieger,5,2100,1800,1
"Wonko, Edler Ritter des Waldes","Wonko, Noble Knight of the Forest",Monster,Effekt,Licht,Ungeheuer,4,1100,1600,1
Jurassier-Velphito,Jurrac Velphito,Monster,Synchro,Feuer,Dinosaurier,5,?,?,1
Jurassier-Megalo,Jurrac Megalo,Monster,Effekt,Feuer,Dinosaurier,1,500,1300,3
"Meister-Peace, der wahre Drachoschlacht-König ","Master Peace, the True Dracoslaying King",Monster,Effekt,Licht,Wyrm,8,2950,2950,1
Einladung des Erdgeistes,Call of the Earthbound,Falle,Normale Falle,-,-,-,-,-,1
Haus-Drachenmädchen,House Dragonmaid,Monster,Fusion,Licht,Drache,9,3000,2000,1
Edelstein-Ritter Rubin,Gem-Knight Ruby,Monster,Fusion,Erde,Fels,6,2500,1300,1
Der sagenhafte Behilmoth,The Fabled Behilmoth,Monster,Effekt,Licht,Ungeheuer,2,1000,600,1
Gorz der Gesandte der Finsternis,Gorz the Emissary of Darkness,Monster,Effekt,Finsternis,Unterweltler,7,2700,2500,1
Zwillingssäulen aus Eis,Twin Pillars of Ice,Zauber,Schnellzauber,-,-,-,-,-,1
"Fledermaus, der Wald-Ninja","Bat, the Forest Ninja",Monster,Effekt,Licht,Ungeheuer,3,800,800,2
Edelstein-Ritter Zirkonia,Gem-Knight Zirconia,Monster,Fusion,Erde,Fels,8,2900,2500,1
"Reactan, Drachenherrscher der Kiesel ","Reactan, Dragon Ruler of Pebbles",Monster,Effekt,Erde,Drache,4,1800,1200,1
Ukiyoe-P.U.N.K. Erstaunlicher Drache,Ukiyoe-P.U.N.K. Amazing Dragon,Monster,Synchro,Wind,Seeschlange,11,3000,2800,1
Edelstein-Ritter-Phantom Quartz,Gem-Knight Phantom Quartz,Monster,Link,Erde,Fee,2,1450,-,4
Zwei-für-eins-Reparaturauftrag,Two-for-One Repair Job,Zauber,Normaler Zauber,-,-,-,-,-,1
"Stream, Drachenherrscher der Tröpfchen","Stream, Dragon Ruler of Droplets",Monster,Effekt,Wasser,Drache,4,1600,2000,1
Nekroz-Spiegel,Nekroz Mirror,Zauber,Ritualzauber,-,-,-,-,-,1
Offenbarung der Hoffnung,Revelation of Hope,Zauber,Normaler Zauber,-,-,-,-,-,1
Wappen-Wiedergeburt,Heraldry Reborn,Zauber,Normaler Zauber,-,-,-,-,-,1
Sagenhafter Levilazebul,Fabled Levilazebul,Monster,Synchro,Licht,Unterweltler,10,3050,1950,1
Krankenschwester-Drachenmädchen,Nurse Dragonmaid,Monster,Effekt,Erde,Drache,2,500,1600,1
Jurassier-Giganoto,Jurrac Giganoto,Monster,Synchro,Feuer,Dinosaurier,7,2100,1800,1
"Tidal, Drachenherrscher der Wasserfälle","Tidal, Dragon Ruler of Waterfalls",Monster,Effekt,Wasser,Drache,7,2600,2000,1
Motorenkaiser ,Motor Kaiser,Monster,Effekt,Finsternis,Maschine,5,2000,1400,1
Herold des orangen Lichts,Herald of Orange Light,Monster,Effekt,Licht,Fee,2,300,500,1
Edelstein-Händler,Gem-Merchant,Monster,Effekt,Erde,Hexer,3,1000,1000,1
Nekroz-Heiligspiegel ,Nekroz Divinemirror,Zauber,Schnellzauber,-,-,-,-,-,1
Ukiyoe-P.U.N.K. Aufsteigender Karpfen,Ukiyoe-P.U.N.K. Rising Carp,Monster,Fusion,Wasser,Fisch,8,1000,2600,1
Onomatopia,Onomatopia,Zauber,Spielfeldzauber,-,-,-,-,-,1
Nekroz von Clausolas,Nekroz of Clausolas,Monster,Ritual,Wasser,Krieger,3,1200,2300,1
Edelstein-Elefant,Gem-Elephant,Monster,Effekt,Erde,Fels,3,400,1900,2
Sagenhafter Lurrie,Fabled Lurrie,Monster,Effekt,Licht,Unterweltler,1,200,400,1
Ein wahrer König kehrt zurück,True King's Return,Falle,Permanente Falle,-,-,-,-,-,1
Drachenmädchen Rentnerwachskeks,Dragonmaid Ernus,Monster,Effekt,Erde,Drache,7,2600,1600,1
Nekroz vom Entscheidungspanzer,Nekroz of Decisive Armor,Monster,Ritual,Wasser,Drache,10,3300,2300,1
Nummer 8: Wappenkönig Genom-Erbe,Number 8: Heraldic King Genom-Heritage,Monster,Xyz,Licht,Psi,4,2400,1800,1
Losgekettete Seele der Angst,Unchained Soul of Anguish,Monster,Link,Finsternis,Unterweltler,3,2400,-,2
Verre-Magie - Lacrima des Lichts,Verre Magic - Lacrima of Light,Zauber,Schnellzauber,-,-,-,-,-,1
Drachenmädchen-Putzaktion,Dragonmaid Tidying,Falle,Normale Falle,-,-,-,-,-,1
Edelstein-Ritter Kristall ,Gem-Knight Crystal,Monster,Normal,Erde,Fels,7,2450,1950,1
Nekroz-Zyklus,Nekroz Cycle,Zauber,Ritualzauber,-,-,-,-,-,1
Jurassier-Astero,Jurrac Astero,Monster,Synchro,Feuer,Dinosaurier,10,2500,2300,2
Wahre Drachophönix-Schüler,Disciples of the True Dracophoenix,Zauber,Permanenter Zauber,-,-,-,-,-,1
Herold des violetten Lichts,Herald of Purple Light,Monster,Effekt,Licht,Fee,2,300,500,1
Edelstein-Ritter Lazuli,Gem-Knight Lazuli,Monster,Effekt,Erde,Fels,1,600,100,2
Fusion des Edelstein-Ritters,Gem-Knight Fusion,Zauber,Normaler Zauber,-,-,-,-,-,1
Fortgeschrittene Wappenkunst,Advanced Heraldry Art,Zauber,Normaler Zauber,-,-,-,-,-,1
Drachenmädchen Mekmar,Dragonmaid Cehrmba,Monster,Effekt,Finsternis,Drache,9,2800,1800,1
Edelstein-Ritter Topas,Gem-Knight Topaz,Monster,Fusion,Erde,Donner,6,1800,1800,1
Sagenhafter Gammajin,Fabled Gammajin,Monster,Synchro,Licht,Unterweltler,4,2000,0,1
Nekroz von Areadbhair,Nekroz of Areadbhair,Monster,Ritual,Wasser,Krieger,10,3300,3200,1
Edelstein-Ritter Prismaura,Gem-Knight Prismaura,Monster,Fusion,Erde,Donner,7,2450,1400,1
Sternenstaub-Sifr-Götterdrache,Stardust Sifr Divine Dragon,Monster,Synchro,Licht,Drache,12,4000,4000,1
